0 0 0.9222222222222223 0 
1 0 0.6333333333333333 0 
2 1 0.9333333333333333 0 
3 0 0.7866666666666667 0 
4 0 0.9333333333333333 0 
5 0 0.888888888888889 0 
6 1 0.7333333333333333 0 
7 0 0.6 0 
8 1 0.5333333333333333 0 
9 0 0.8327134085957616 0 
10 0 0.6 0 
11 1 0.8 0 
12 1 0.5956661856661857 0 
13 1 0.7650980392156863 0 
14 1 0.5333333333333333 0 
15 1 0.6 0 
16 1 0.8 0 
17 1 0.6 0 
18 0 1.0 0 
19 1 1.0 0 
20 1 0.8666666666666667 1 
21 1 1.0 1 
22 1 0.7333333333333333 1 
23 0 0.8 1 
24 1 0.5333333333333333 1 
25 1 0.9333333333333333 1 
26 1 0.94 1 
27 1 0.6444444444444445 1 
28 1 0.9333333333333333 1 
29 0 0.8666666666666667 1 
30 0 0.8666666666666667 1 
31 1 1.0 1 
32 1 0.8 1 
33 1 0.7333333333333333 1 
34 1 1.0 1 
35 1 0.6122222222222222 1 
36 1 0.8 1 
37 0 0.6545047545047545 1 
38 1 0.6 1 
39 1 0.9163838013838014 1 
40 1 0.6 1 
41 1 0.5956661856661857 1 
42 1 0.7333333333333333 1 
43 1 1.0 1 
44 1 0.8 1 
45 1 0.8666666666666667 1 
46 0 0.8 1 
47 1 1.0 1 
48 0 0.5022222222222221 1 


